block_id,len_chars,est_sentences,preview
266,2061,20,"As with Pluto, the narrator experiences a great fondness for the mysterious cat, which no one has seen before. The cat b"
267,1523,8,"The Java mouse-deer's common scientific name is ""Tragulus javanicus"", although other classification names for it exist, "
268,1514,22,After Charles IV there were many arguments and fights in Prague. A priest called Jan Hus said that the Catholic Church h
269,2333,19,"Harmonix, a company formed from a computer music group at MIT in 1995, released ""Frequency"" in 2001. The game allowed th"
270,1531,24,Piaget broke his stages of cognitive development of children into four stages. The stages always go in the same order. T
271,2301,20,"Narayani Sena (Gopayan) or Yadav(Ahir) Sena, the army of Lord Krishna of Dwarka Kingdom is called as the supreme sena of"
272,1561,10,"One of the featured matches was between John Cena and Sabu in an Extreme lumberjack match, a standard match with the exc"
273,1667,13,"Once he established himself at West Point, Arnold began systematically weakening its defenses and military strength. Nee"
274,1545,14,The main feud going into the event for the RAW brand was between WWE Champion John Cena and Randy Orton. The feud began 
275,1969,18,"""IGN"" readers ranked Charmander at #37 among the best Pokémon ever. ""Game Informer""s O'Dell Harmon ranked Charmander - a"
276,1598,28,What's My Line? is a panel game show. It ran weekly in the United States. The show aired on Sunday at 10:30 p.m. EST on 
277,1722,13,"Early on July 22, an area of low pressure formed to the east of Philippines. The system gradually drifted west over the "
278,1567,14,"The result was the Unified WWE Tag Team Championship, a combination of the two titles though both were kept active by th"
279,2349,19,"The battle started around 9:17 PM on the 23rd of January, 1813, with the British having around 500.000 Red Coats defendi"
280,1650,31,"Kongyamba and his men were waiting for Princess Thobi's return. When they saw the princess returning, his men shouted, """
281,1615,13,"However, there are many exceptions to these patterns. For example, some native Japanese words with two or more kanji (us"
282,1526,14,"The movie tells the story of two girls, Agnes and Elin, who go to school in the small town of Åmål. Elin is outgoing and"
283,2246,18,"Mia Wasikowska (born 14 October 1989) is an Australian movie, television, and voice actress who is mostly known for her "
284,1878,13,"Critical reception of Puss has been well liked, with reviewers praising him in the movies and describing him as ""cute"", "
285,1929,8,"in 2016, Japan Coast Guard surround an spill by a giant creature named ""Shin Godzilla"" as a first form attack Kamata to "
286,1502,15,"In the 4th century, in a Greek village that is now part of Turkey, there was a good man who would secretly given present"
287,1725,19,"It seems that Masaccio and Masolino happily planned a scheme of frescoes that went together is a pleasing way, even thou"
288,1737,20,"After a lot of talking to local officials by Rickey, the Royals were allowed to host a game involving Robinson in Dayton"
289,2304,26,Komaru Naegi and Toko Fukawa (from the first game) attempt to save the world from dangerous Monokuma robots. The events 
290,2175,20,"The ancient Egyptians wrote things on boats, boxes, and clay to keep track of what they had. They also put labels and pi"
291,2342,11,Ultraman is a Seijin from the Land of Light M-78. Many Ultramen are usually red and silver (although several different c
292,1588,14,"The story starts with Link in bed when a voice calls out to him. The voice is Princess Zelda's, and she asks for help es"
293,2003,24,"Eragon and Saphira bury Brom. They decide to go to the Varden to fight Galbatorix, with Murtagh who does not want to go,"
294,1827,12,"During the morning of August 8, Genevieve started to track northward along the western edge of a subtropical ridge to th"
295,2247,14,"Persian mythology, the phoenix means swan, a counterpart to the Indo-European and Chinese word phoenix, and appears to b"
296,1659,12,"Rodger went on to enroll in Pierce College but didn't stay, choosing to leave the institution after seeing too many happ"
297,1652,19,When King Robert returned his brother and his commanders criticized the king (as much as they dared) for risking his lif
298,1772,11,"French also complained about how often newspapers and television said people had been ""credibly accused"" of rape saying "
299,1573,14,"The start of the 2011 Australian Open saw all the seeds make it to the second round. But Gulbis, Querrey, who lost in th"
300,1751,10,The leader of the Nazis Adolf Hitler wanted to a create a country where all Aryans were treated equally. They spent heav
301,1593,21,"In 1983, Nintendo, a relatively small arcade company, released the Family Computer (Famicom for short) in Japan. It ende"
302,1730,20,"In 1764 he and Adam Babcock, another young New Haven merchant, became partners. Using the profits from the sale of the f"
303,1536,17,"Trump began his career at his father's real estate company, Elizabeth Trump & Son. He later renamed the company The Trum"
304,1686,22,They are descended from old warriors of Khas Kingdom. Chhetri dominated the military forces of Shah dynasty of Nepal. Th
305,1750,14,The Republic of Croatia was a republic within the Socialist Federal Republic of Yugoslavia in 1990 and 1991. The creatio
306,1862,12,"March was an inactive season, with only one tropical depression forming, Chedeng, which made landfall in Mindanao, befor"
307,1774,15,"As the book opens, Bella is driving a Mercedes Guardian that Edward has bought to protect her from getting into trouble."
308,1738,24,One day Ngambawm plucked a single hair of Khupching and he placed it under a stone which was near a waterfall of a strea
309,1905,12,"The German physician, physicist and chemist Julius Lothar Meyer developed a table of elements of a horizontal form in 18"
310,1628,22,"For the expansion of the Swaraj, conflict with the Mughals was inevitable. Emperor Aurangzeb appointed his uncle Shaista"
311,1537,15,"Grover is undercover once again, this time at a military school, where he discovers two children, Nico and Bianca di Ang"
312,2155,20,FC Twente was founded on 1 July 1965 as a combination of Sportclub Enschede and Enschedes Boys. The two professional foo
313,1674,13,"Augustine Azuka Okocha ( ; born 14 August 1973), commonly known as Jay-Jay Okocha, is a Nigerian former professional foo"
314,1561,12,"The first Spanish soldiers arrived in the city on November 15, 1533. Spanish ""conquistador"", or ""conqueror"", Francisco P"
315,1667,12,"The original equations dealt with a kind of vibrating body that would produce a wave, a little like the way a reed in an"
316,2072,18,"After Mr. Stark's death, Peter becomes very sad but vows to become stronger to honor him. He and Ned go on a class trip "
317,1539,19,"In 1966 she won her first ""international"" races in Prato and Adria (Rovigo). These victories allowed her to wear the blu"
318,1513,10,All of the political parties of the opposition—after the conclusion of the emergency—fought together against the Congres
319,1893,18,"The history of saffron growing reaches back more than 3,000 years. The wild plant from which the saffron crocus came was"
320,1715,21,"At this point in the siege, Lee's army had strengthened the Petersburg line. They dug breastworks out of rifle pits. At "
321,1816,22,"After the coronation, Shivaji Maharaj marched to the conquest of Phonda near Goa and captured it in April 1675. Then the"
322,1888,16,"After his early success, which Marvin had struggles with, Motown began to widen his role as a ladies man, having him rec"
323,2369,21,"The right creates a duty of the state. The duties include regulation and enforcement of environmental laws, control of p"
324,1586,12,"In October of 2016, Lay's solo career began with the release of ""what U need?"" as a surprise gift for his fans on his bi"
325,1725,16,"Then Jezebel declared to Ahab that Naboth was ""no longer alive, but dead"" and Ahab got up and took possession of Nahab's"
326,1564,10,"According to the DVD commentary, Sorkin intended to center the show on Sam Seaborn and the other senior staff with the p"
327,1557,14,"Even when her mother described her first play as dull and boring, she did not stop trying to succeed. Soon she became a "
328,1789,22,"Shen Bao was a newspaper published in Shanghai, China. It was published between April 30, 1872 and May 27, 1949, making "
329,1506,11,The Consulate General of the United States in Jerusalem was the diplomatic mission of the United States of America accre
330,1646,26,"There were many different opinions of Anne Boleyn's beauty. The Venetian diarist Marino Sanuto described Anne as ""not on"
331,1715,17,"Batman uses many different tools to help fight crime, these may vary based on the different iterations of batman. Notabl"
332,1621,18,Golden Harvest (嘉禾娛樂公司) is a film producer and distributor based in Hong Kong. It was the first Chinese film company to 
333,1843,14,"On May 13, 1917, Lucia and her two cousins, Jacinta and Francisco Marto, were herding sheep at a location known as Cova "
334,1797,11,"This exchange of plants and animals changed European, American, African, and Asian ways of life. Foods that had never be"
335,2003,18,"Richmond () is the capital of the Commonwealth of Virginia, in the United States. It is an independent city and not part"
336,1555,12,Ollanta Moisés Humala Tasso (; born 27 June 1962) is a Peruvian politician. He was the 65th President of Peru from 2011 
337,2059,21,"Turks feared the permanent occupation and Hellenization of parts of Anatolia, with Ionia falling under direct Athenian g"
338,1996,12,"The British gave Arnold a brigadier general's commission with an annual income of several hundred pounds, but only paid "
339,1795,12,"Koror had started a main group of five: Tom, Ian, Gregg, Jenn, and Katie, and those on the outside saw them as a threat "
340,1679,12,"In response and some fear to the storm's projected path into the Gulf of Mexico, prices for crude oil rose on the New Yo"
341,1860,28,Tchaikovsky's brother Modest changed the ballet's story a little for the revision. He gave the ballet a happy ending. Th
342,2032,9,"In a memorandum dated March 20, 1985, the Anglophone lawyer and president of the Cameroonian Bar Association, Fongum Gor"
343,2023,29,"Whatever their relationship was exactly, Edward II regarded Gaveston with great affection. From the beginning of his mar"
344,1610,11,Terry Fallis is a Canadian writer and humourist. Fallis was trained as an engineer at McMaster University in Ontario. Fa
345,1640,13,The king of Navarre Sancho Garcés IV was assassinated by his own brother in 1076. The Navarrese elected Sancho Ramirez o
346,1930,19,"For extra power, more air is needed to increase the energy evolved per unit of fuel. This is where forced induction must"
347,2183,19,"New versions of the vaccines are developed twice a year, as the influenza virus rapidly changes. While their effectivene"
348,1536,15,Some tools the workshop has are: <br>The the color of the pieces can be changed using a color palette which corresponds 
349,1543,18,"By the end of 1995, Olson unexpectedly left the band to spend more time with Williams (with whom he would later form the"
350,1817,18,The name Sandy [ san-dee ] is a given name. It can be used for both men and women. It is a short form of the names Alexa
351,1595,9,The Preamble tells of human rights violations because of sexual orientation and gender identity and explains what sexual
352,2218,11,The Free State of Prussia () was a state of Germany from 1918 to 1947. It was formed in 1918 in Weimar Republic after th
353,1824,16,"One of the options in the series uses typical health points, as in most fighting games, but the standard option in most "
354,1606,23,"On December 12, the morning was cold and foggy. Burnside sent more troops into the town but did nothing to organize an a"
355,1792,17,"William Henry Thornton was born, 9th March 1830. His father was head of the tax department Somerset house and they lived"
356,1589,16,"Selena started recording the first song for the album, ""I Could Fall in Love"", in late 1994. Selena was partnered with m"
357,2028,15,Broughton (2001 pop.: 24) was a former town in the Cape Breton Regional Municipality about 12 miles from the former city
358,1544,14,"James Berardinelli of ReelViews called ""Bridge to Terabithia"" ""easily the best family feature of the early year"". Ann Ho"
359,1553,25,"Rachel is the daughter of an interracial same-sex couple. She is Jewish and was named after Rachel Green from ""Friends""."
360,2239,20,"In 1137, Ramon Berenguer IV, Count of Barcelona accepted King Ramiro II of Aragon's proposal to marry Queen Petronila. T"
361,1882,12,A report of that five-ship voyage can still be seen on reliefs in Hatshepsut's mortuary temple at Deir el-Bahri. Through
362,1863,14,"When The Almighty tells Abraham he will kill everyone in Sodom and Gomorrah to punish them, Abraham asks The Almighty no"
363,1600,25,Roland Kollmann (8 October 1976 in Villach) is a former Austrian football player. He played as striker mainly for GAK. H
364,1777,11,The words of Hayashi's citation explain: Private Joe Hayashi distinguished himself by extraordinary heroism in action on
365,1910,21,"Coco is a playable character in ""Crash Team Racing"" and ""Crash Bash"". The epilogue of ""Crash Team Racing"" states that Co"
366,1505,15,"Some people in Brazil believe Alberto Santos-Dumont was the first person to fly an airplane, before the Wright Brothers."
367,1581,11,"On June 15, 2009, McMahon announced on a special three-hour edition of Raw that he had ""sold"" the WWE Raw franchise to D"
368,1877,21,The Bahá'í Faith is an Abrahamic religion started in the 1800s by an Iranian person called Bahá'u'lláh who was born in T
369,1673,12,"""Music of the Spheres"" debuted at number one on the UK Albums Chart, becoming the fastest-selling album in the country s"
370,2067,14,"Human Rights Watch criticised the Bush administration in its 2003 world report, stating ""Washington has ignored human ri"
371,1692,26,"Bando was born in Himeji on August 2, 1979. After graduating from Kotogaoka High School, he joined J1 League club Gamba "
372,1561,10,"Ter-Khachatryan or Ter-Khachatryants is an Armenian family, known from the XVIII century. First well-known representativ"
373,1978,20,The trains continued to finish at Epping or Loughton until 1949. At this time the London Passenger Transport Board's New
374,1635,14,"Very little is known about Beethoven’s childhood. He was baptized on December 17, 1770 and was probably born a few days "
375,2336,24,Nur Muhammad Taraki was the first leader of the DRA after the Saur Revolution in 1978. He was a founding member of the P
376,2062,15,"In the fifth book, ""Harry Potter and the Order of the Phoenix"", the Ministry of Magic has been waging a smear campaign a"
377,1636,16,"Betrayed when she was young by a lover, she comes to town and makes almost all the men in the town fall in love with her"
378,2382,20,"McKinley started working with local bands in the Dallas–Fort Worth area, before joining Smith Ballew in 1929, when he me"
379,1864,13,Poaching is now a major problem in the country. The main cause for poaching in Russia is the consequence of the social a
380,1598,11,News reporter Kimberly Wells (Jane Fonda) and her cameraman Richard Adams (Michael Douglas) are filming a special on nuc
381,1652,29,Homan first appeared on the wheelchair tennis tour in 2003. By the end of the season she had reached number 23. Homan di
382,1595,22,"By May 1865, Hall decided to leave New South Wales. But a man, Mick 'Goobang' Coneley, who had once given the gang help,"
383,1537,12,"From a young age, Lopez's Puerto Rican parents stressed the importance of work ethic and being able to speak English. Th"
384,2117,21,"The Chanda (Malayalam: ചെണ്ട, [tʃeɳʈa]) is a cylindrical percussion instrument used widely in the state of Kerala, Tulu "
385,1727,18,"In 1794, when Sophie was 18, the Ecole Polytechnique was founded in Paris. It was an academy to train mathematicians and"
386,1643,16,"The Miami Heat are an American professional basketball team in the National Basketball Association (NBA) in Miami, Flori"
387,1661,20,By 1924 three-cushion had become so popular that two very well know players in other billiard areas agreed to play each 
388,2129,15,"The engineering of the Morden extension of the C&SLR from Clapham Common to Morden was more demanding, running in tunnel"
389,1851,22,"Clara is introduced a second time in the 2012 Christmas special ""The Snowmen"". This was her first episode as the Doctor'"
390,1650,17,The Croatian language is spoken mainly throughout the countries of Croatia and Bosnia and Herzegovina and in the surroun
391,1671,21,Urban design is a subject of urban planning focusing on design of cities or other urban areas. Whereas architecture focu
392,1851,16,"The first section requires states to recognize the ""full faith and credit"" of the public acts, records and court proceed"
393,2286,15,"At the end of 1988, Dunham was told by James McCawley, a talent booker for ""The Tonight Show with Johnny Carson"", that D"
394,1633,15,"On the morning of February 18, Hans and Sophie snuck into the University while classes were going. Spreading leaflets in"
395,1527,15,"Starting his career in the youth teams of Virtus Bologna, Marco Belinelli made his professional debut in LegA in 2002. I"
396,1597,17,"Internet Explorer 8 was released on March 19, 2009. It had been in development since August 2007. On March 5, 2008, the "
397,1513,27,"Unlike regular trivia games, the questions are given as clues, and players come up with questions as an answer. For exam"
398,1781,18,"The history of saffron growing reaches back more than 3,000 years. The wild plant from which the saffron crocus came was"
399,1769,13,"Late on September 4, an area of low pressure developed to the southeast of Okinawa, Japan. Over the next two days, the s"
400,1560,17,"The university building is an example of Stalinist architecture. In total, there are seven such towers around Moscow. Th"
401,2158,19,"The Xoraxane Roma in Turkey named official since the 1990's in Turkish as Romanlar (singular""Roman"", male ""Rom"", female "
402,1742,22,"The player controls Mac or Bloo. Both characters can throw paper balls, and you barely have to do that. Mostly you spend"
403,1899,19,"Elvis Presley was born on January 8, 1935 in Tupelo, Mississippi to 18-year-old Vernon Elvis Presley and 22-year-old Gla"
404,1933,19,"In his normal state, Mario can take one hit from an enemy and kill most of the monsters with a stomp. By opening doors, "
405,1660,18,"Colbert was born on September 13, 1903, to Georges Cauchoin and his wife, the former Jeanne Loew. Her family emigrated t"
406,2395,20,"The first version of the CCHA was launched in 1971 by four schools—Bowling Green, Ohio, Ohio State, and Saint Louis. The"
407,1556,7,"TeleRadyo Serbisyo (, previously known as DZMM TeleRadyo and as TeleRadyo / ABS-CBN TeleRadyo) is a Philippine pay telev"
408,1596,10,"""Rolling Stone""s reviewer gave the album 3 of 5 stars and found that it was best without the extensive concept surroundi"
409,1744,19,"As the pressure mounted in anticipation of his looming attack, Rodger turned to Xanax to alleviate his escalating anxiet"
410,1701,19,"Horsetooth Reservoir is a man-made lake just west of Fort Collins, Colorado, in southern Larimer County made for recreat"
411,1702,20,"On the evening of the raid, Filipino guerrillas cut the Japanese phone lines to Manila. They then blocked the two roads "
412,1686,10,"The bilateral relations between the Republic of India and Taiwan have improved since the 1990s, India has expanded econo"
413,1565,15,"Many television commercials, comic strips and other media depict this as a sort of humorous business, with Santa's elves"
414,1654,33,"About 5.30 a.m. on the morning of July 1, the battle started. Heth probed ahead cautiously to a point about two miles we"
415,1662,10,The next membership change came in July 2022 with the arrival of football-sponsoring Austin Peay State University from t
416,1589,13,"Rodger developed a deep resentment towards the people in Isla Vista, seeing himself as a sophisticated person deserving "
417,1860,14,Para-alpine skiing classification is the order system for para-Alpine skiing designed to give equal competition between 
418,1672,16,"In March 1998, TWC introduced a graphical refresh, featuring heavy use of the Akzidenz-Grotesk typeface and footage of c"
419,1574,13,The process of integration took 7 years during which Merwan often stayed at Upasni's ashram. He also visited with Babaja
420,1885,15,"The Abraham Accords are a set of diplomatic documents between Israel, the United Arab Emirates (UAE), and Bahrain. They "
421,1611,11,"Lesbian, gay, bisexual, and transgender (LGBT) persons in Tunisia may face legal challenges not experienced by non-LGBT "
422,1544,13,"Coheed and Cambria (sometimes abbreviated to ""Coheed,"" ""CO & CA"" or ""C&C"") is an American rock band from New York. Cohee"
423,1749,19,"Gottfried Wilhelm Leibniz (also ""Leibnitz"" or ""von Leibniz"") 1 July 1 (21 June OS) 1646 – 14 November 1716) was a German"
424,1976,19,"When Muhammad bin Saud died in 1765, his son Abdulaziz bin Muhammad Al Saud who was a dedicated student of Muhammad ibn "
425,1576,20,"Since the start of her career, Godigna Collet tried to find a balance between people and environment. She found it throu"
426,1523,15,"After the 1966 FIFA World Cup, preparations began for the next tournament, the 1970 FIFA World Cup in Mexico. During the"
427,2053,27,Patricia Honor Richardson MBE (née Greene; born 1931) is an English actress. She is best known as the voice of on the BB
428,1695,14,"COVID-19 did not affect everyone in each country the same way. As of May 2020, APM Research Lab said the death rate amon"
429,1526,16,"A worldwide area network, or WAN, is made up of several computer networks connected together, often over the Internet. I"
430,1927,27,Hans-Gerd Schildt (born 12 June 1952) is a former German football player. After the end of his career he became football
431,1744,21,In November 2007 the whole tramway closed for the first time. It was closed for five months for the second part of an £1
432,1867,13,Although Schonberg had been critical of Lupu's debut with the Cleveland Orchestra conducted by Barenboim in February 197
433,1521,14,Another feud from Raw was between Shawn Michaels and Vince McMahon. At the Royal Rumble Vince distracted Michaels as his
434,1973,18,"Late on August 19, an area of low pressure developed north of Palau. Early on August 20, the system became more better o"
435,1633,17,The movie begins with two air force officers in a nuclear missile silo who are ordered to fire the missiles in the silo.
436,2383,36,"Externally, exports to Russia, which was more than 60 percent of total exports, fell during the second half of 1998 by 1"
437,2306,17,Mobileye is an Israeli technology company that specializes in developing advanced driver assistance systems (ADAS) and a
438,1594,28,"Herbert Aaron Hauptman (February 14, 1917 – October 23, 2011) was an American mathematician. He won a Nobel Prize. He ma"
439,2212,25,"Miyamoto thought of many characters and story ideas, but eventually decided on a love triangle between a gorilla, a carp"
440,1854,21,"While going through the Philippines, Banyan had heavy rains across much of the country. This led to widespread flooding."
441,2319,34,An extratropical cyclone turns anticlockwise in the Northern Hemisphere. The shape is circular or oval. The usual diamet
442,2162,23,"In Congress, Sickles had aligned himself with Southern Democrats and was himself a pro-slavery Democrat. But after the o"
443,1975,14,"The genre has been traced back to the electronic game Simon, invented by Howard Morrison and Ralph Baer (the latter also"
444,1784,13,"""Broken Sword: The Shadow of the Templars"" got very good reviews from critics. ""Adventure Gamers"" praised the game's sto"
445,1562,13,"In 1969, the party suffered a major split. A faction was led by Indira Gandhi, leaving to establish the Congress (R), wi"
446,2200,24,"Between the ages of nine and 15 years (on average, at 12 to 13 years), the vagina and uterus (womb) become bigger. The u"
447,1698,17,"Matt Vasgersian (born September 28, 1967) is an American sportscaster. He works for MLB Network. He is the new pregame/p"
448,1641,15,"With the attacks unfolding, air traffic officials began issuing warnings through the Aircraft Communication Addressing a"
449,1841,19,"When the temple was finished, King Solomon brought the of the Lord's covenant to the temple and made all the people of I"
450,1762,17,"Hurricane Eta had life-changing effects on Honduras, largely due to flooding. Flooding caused 559 residents to get out o"
451,1703,10,"Recently, there have been proposals and a law has been enacted in Oklahoma for a variation, so-called nitrogen gas, eith"
452,1703,16,Danilo made his international debut during Copa América 1945 when Brazil finished second and also in 1946. He won the Ro
453,1671,23,Attitudes toward slavery were shifting; a protected the African slave trade only until 1808. The Northern states permane
454,1566,9,"The first Muslim conquests (632–732), (, Fatah, literally ""opening"",) also referred to as the Islamic conquests or Arab "
455,2187,12,Historical and ethnic studies published and promoted by the various ruling classes during their governance over Malta pr
456,1632,10,"Researcher Sean Murphy has suggested that a man standing on the Depository front steps in the Dave Wiegman, Jr. and Jame"
457,1508,12,In 1863 the Metropolitan Railway opened in London between Paddington and Farringdon. It was the world's first undergroun
458,1621,11,Household income in the United States varies a lot with the age of the person who heads the household. The median househ
459,2030,17,"On the January 30 episode of ""Raw"", entered a feud with Chris Jericho after Jericho attacked Punk and Daniel Bryan durin"
460,1690,31,"At night, the children ask their father to tell them a story. He tells them how when he and Deianeira first met. Hercule"
461,1699,19,The Diary of Alicia Keys is the second studio album from American R&B/soul pianist and singer Alicia Keys. It was releas
462,1535,13,"During maturation, a process occurs that involves progressive neurodegeneration and/or the death of neurons. This proces"
463,2105,27,16-year-old Jernej Slivnik had a shoulder injury five months before the 2018 Games. He started practicing again at a ski
464,1880,14,"In 2013, the Super Kings strengthened their bowling attack by signing up five overseas and five Indian bowlers. In the I"
465,1696,18,"Rosa Luxemburg (5 March 1871 in Zamość, Russian Poland – 15 January 1919 in Berlin) was a Polish-Jewish Marxist politici"
466,1629,14,Sindh was the first place in the Indian subcontinent to not only be conquered by a Muslim state but also the first to ha
467,1636,11,"April 1987 Fengning Manchu Autonomous County officially listed. Fengning paper cutting has a long history, Fengning folk"
468,2385,19,"""The Lightning Thief"" received mostly positive reviews. Common Sense Media said ""there are two levels of fun in ""The Lig"
469,1516,16,"Three minutes later, Griezmann took a corner kick into the penalty area. Matuidi tried to score with a header, but it di"
470,1559,27,"After an argument with Eazy-E over money, Dre left the group in 1991 under the advice of a friend, The D.O.C. and his bo"
471,1613,8,"Meanwhile, Virus warns Farhan and Raju about the effects of them being friends with Rancho by pointing out the modest fi"
472,2275,23,The first Intifada is often known for its nonviolent nature. The nonviolent resistance from Palestinians existed of the 
473,1718,10,In his experiment of the sun light he extended his observation of the penetration of light through the pinhole to conclu
474,2020,18,"Following a tour stop in Munich, Germany on March 1, 1994, Kurt was diagnosed with severe Bronchitis. He flew to Rome th"
475,1544,15,It is common across North America between Alaska/Canada and Central America. It is the single most widely distributed ge
476,1530,25,"Mr. Harrel threatens her with his own suicide, so Cecilia lends him money for his debts. Mr. Delvile is suddenly called "
477,1585,6,"In general, during the Umayyad period ""Ajam"" was a pejorative term used by Arabs who believed in their social and politi"
478,2278,16,"Rani Mehra is a 24 year-old sheltered, meek, yet good-natured young Punjabi woman from Delhi. One day before her wedding"
479,1789,13,"A motorhome, recreational vehicle or in British English, a caravan is a bus-like vehicle equipped for habitation, like a"
480,1549,23,"Lottt released her first single, ""Mama Do"", on 8 June 2009. The video was directed by Trudy Bellinger. It was released t"
481,1623,16,"On January 15, 2014, Rodger had a fight with Hong after accusing him of stealing three candles worth $22. Rodger placed "
482,1667,19,Archaeological discoveries show the first settlements were in the Trent river valley. The original kingdom of Mercia had
483,1546,10,"Melvin wears a blue superhero costume, and is used to poke fun at superheroes. When asked about his superhuman powers, h"
484,1883,18,"Selena co-wrote with David Byrne, former lead singer of Talking Heads, for his gospel song ""God's Child (Baila Conmigo)"""
485,1519,11,"It is reported that this problem with the CL&SS contributed to the bankruptcy of the cable company in 1888. However, ele"
486,1710,14,"On April 30, 2014, Rodger's mother became worried after she hadn't heard from her son in four days. She found the videos"
487,1549,25,Perambalur is a municipality town in the state of Tamil Nadu . It is the administrative headquarters of Perambalur distr
488,1502,13,"At 11.00 PM on December 2 1984, while most of the one million residents of Bhopal slept, an operator at the plant notice"
489,2296,21,"In 1929, he played for Syrio and Libanez. In 1931, Leônidas moved to Bonsucesso, where he began his semi-professionaliza"
490,1785,13,"In 1943, a former Civilian Conservation Corps camp outside Moab was used to confine Japanese American internees labeled "
491,1966,24,"Many experiences came through Kerouac's friendship with Neal Cassady. Cassady was a handsome, bright young with a teenag"
492,1645,18,"The third try at a constitution was called the Leavenworth Constitution. It was called that because on March 25, 1858, t"
493,1608,17,"As a part of cooperation in the field of tourism, the Government of Maharashtra had signed a Memorandum of Understanding"
494,1503,12,"Motivated by their Puritan religion, some Austrailian women in 17th century opened small, private schools in their homes"
495,2228,29,Austria national football team is the national football team of Austria. It is controlled by the Austrian Football Assoc
496,1671,16,"Didi started playing football for Madureira in 1947. In 1949 he transferred to Fluminense, one of Rio's biggest clubs. T"
497,1761,15,"Spencer found out about her casting during the spring of 1950, when she was rehearsing a radio play in the Birmingham St"
498,1549,10,"In ""Journey's End"" the Doctor regenerates just enough to heal himself, moving the rest of his 'Time Lord' regenerative e"
499,1514,18,"Sunrisers Hyderabad (stylised as SunRisers Hyderabad, SRH) are a franchise cricket team based in Hyderabad, Telangana, I"
500,1627,21,"In 1842, two LDS missionaries were preaching in the Wilton, Connecticut area. One of the missionaries was Charles Wesley"
501,1914,30,Master Chief is the last super soldier who is able to fight on the Pillar of Autumn. The Pillar of Autumn jumped (telepo
502,2110,27,"The movie is about a mermaid princess named Ariel. She and her best friend, a fish named Flounder, explore the ocean loo"
503,1736,10,"São Paulo (Portuguese for ""Saint Paul"") is the capital of the state of São Paulo, Brazil. It is the biggest city in Sout"
504,1681,12,"In 2018, he studies in art school. The same year, he followed audiovisual internships in various associations, where he "
505,1684,14,Botvinnik played no formal competitive games after winning the 1948 match tournament until he defended his title. In 195
506,1835,21,"At the time Thutmose became king, Nubia rebelled against Egyptian rule. Thutmose travelled up the Nile with his army and"
507,2075,9,"The late historian Paul Murray Kendall, on the other hand, maintained that Margaret's allies Edmund Beaufort (Somerset) "
508,2116,18,"The 18th century British colonists in the Mughal-Muslim Indian subcontinent, were repulsed by the sight of Hijras (trans"
509,1542,8,The crow characters in the movie are often seen as African-American stereotypes. The leader crow voiced by Cliff Edwards
510,1525,22,William's northern army was wiped out and York was in ruins. At the same time smaller rebellions were breaking out in Wa
511,1576,13,The words of Ohata's citation explain: Sergeant Allan M. Ohata distinguished himself by extraordinary heroism in action 
512,1524,14,"Near the 1920s, Skłodowska-Curie and many of her colleagues began to suffer from symptoms of cancer. Skłodowska-Curie be"
513,1570,8,"The player wins by increasing their net worth to at least the target amount (usually determined by the game, if on Custo"
514,1865,19,"After Miguel’s coma ends, Johnny helps him learn to walk again. Sensei John Kreese breaks into Daniel LaRusso’s car comp"
515,1520,13,"The Daleks returned in the 2008 series' two-part finale, ""The Stolen Earth""/""Journey's End"", accompanied once again by t"
516,1621,21,The last of Lee's infantry was crossing the river by early afternoon on September 19. Lee then sent General J.E.B. Stuar
517,2107,21,"Rajinikanth continued to act in Bollywood, often playing supporting roles in films such as ""Hum"", ""Khoon Ka Karz"", and """
518,1835,26,"On August 15, Tropical Depression Three formed and quickly strengthened into Tropical Storm Bill. On August 17 Tropical "
519,1721,9,"Cushitic populations have existed at the cross-roads of Africa and Eurasia since the Stone Age, with the Nile acting as "
520,1655,15,Cook's men were confronted on the beach by an elderly kahuna who approached them holding a coconut and chanting. They ye
521,1769,14,"In spring of 1954, in New York City, just before his passing Pascal had planned a trip to India to see Meher Baba one la"
522,2149,24,"According to review aggregator Metacritic, the album has an average critic review score of 67/100 based on four reviews,"
523,1606,20,The palace was originally built in 1612 by Marie de' Medici on lands she owned. The design was based on buildings from h
524,1875,17,"In 1765, her older brother died of consumption at Fontainebleau at the age of 36. Victoire, like all of her sisters, mou"
525,1510,13,"Beginning in 1881, European Jews began to move to Palestine in large numbers. These new immigrants mainly settled in the"
526,1936,10,"Ziaur Rahman Azmi in his book """"Dirasat fil Yahudiyat wal Masihiyat Wal Adianil Hind"""" (دراست في اليوديه والمسيحيه واديا"
527,1686,17,"An area of disturbed weather, related to Tropical Depression Eight, moved across the northwest Caribbean Sea and the Yuc"
528,1789,19,"The main characters in the series are Lucky, Cadpig, Rolly, and Spot. Lucky is the most adventurous of the 99 puppies an"
529,1518,9,"The Boxer Movement or Boxer Rebellion, which occurred in China from November 1899 to September 7, 1901, was an uprising "
530,1603,16,"The narrow coastal plain rises very rapidly into several mountain ranges. The coastline is 1,000 km, 750 km of this is i"
531,1872,13,The video starts off with Taylor seen without his mask and dressed in casual clothes carrying a shovel and smoking a cig
532,1711,9,"Luigi Tagliaferri, known as Luigi di Pagnona, was born in Pagnona in Valsassina, but grew up in Mandello, descendant of "
